obj_1,obj_2,obj_3,obj_4,odd,reason_for_similarity,valid
Jimmie Foxx,Lou Gehrig,Joe Cronin,Lefty Grove,Lefty Grove,The others were power hitters,
Lloyd Waner,Al Simmons,Paul Waner,Kiki Cuyler,Lloyd Waner,The others were not MVP winners,
Carl Hubbell,Babe Herman,Chuck Klein,Lefty O'Doul,Carl Hubbell,The others played for the Brooklyn Dodgers,
Jimmie Foxx,Lou Gehrig,Joe Cronin,Mickey Cochrane,Joe Cronin,The others were catchers,
Ted Lyons,Lefty Gomez,Red Ruffing,Herb Pennock,Ted Lyons,The others played for the New York Yankees,
Joe Medwick,Paul Waner,Lloyd Waner,Dazzy Vance,Lloyd Waner,The others played for the St. Louis Cardinals,
Joe Cronin,Al Simmons,Lou Gehrig,Jimmie Foxx,Al Simmons,The others were home run leaders,
Ross Youngs,Babe Herman,Lefty O'Doul,Chuck Klein,Ross Youngs,The others played for the Brooklyn Dodgers,
Mickey Cochrane,Ross Youngs,Mel Ott,Bill Terry,Mickey Cochrane,The others played for the New York Giants,
Kiki Cuyler,Lloyd Waner,Paul Waner,Lefty Grove,Lefty Grove,The others were outfielders,
Al Simmons,Herb Pennock,Jimmie Foxx,Mickey Cochrane,Herb Pennock,The others played for the Philadelphia Athletics,
Babe Herman,Chuck Klein,Mel Ott,Lefty O'Doul,Mel Ott,The others played for the Brooklyn Dodgers,
Red Ruffing,Carl Hubbell,Jimmie Foxx,Lefty Grove,Jimmie Foxx,The others were pitchers,
Rick Ferrell,Joe Cronin,Luke Sewell,Mickey Cochrane,Mickey Cochrane,The others were catchers,
Red Ruffing,Herb Pennock,Lefty Gomez,Lou Gehrig,Lou Gehrig,The others played for the New York Yankees,
Lou Gehrig,Al Simmons,Jimmie Foxx,Joe Cronin,Al Simmons,The others played for the Philadelphia Athletics,
Lou Gehrig,Paul Waner,Jimmie Foxx,Hank Greenberg,Paul Waner,The others are 2-time MVPs,
Joe Cronin,Joe Sewell,Tony Lazzeri,Lloyd Waner,Lloyd Waner,The others are shortstops,
Waite Hoyt,Lefty Grove,Herb Pennock,Earl Averill,Earl Averill,The others are pitchers,
Chuck Klein,Babe Herman,Lloyd Waner,Mel Ott,Lloyd Waner,The others are outfielders,
Frankie Frisch,Travis Jackson,Bill Terry,Paul Waner,Paul Waner,The others are Giants players,
Earl Averill,Joe Sewell,Charlie Gehringer,Joe Cronin,Earl Averill,The others are AL batting champions,
Joe Medwick,Billy Herman,Ducky Medwick,Chick Hafey,Billy Herman,The others are Cardinals players,
Alf Landon,Tony Lazzeri,Babe Ruth,Lou Gehrig,Alf Landon,The others are Yankees players,
Lloyd Waner,Pie Traynor,Kiki Cuyler,Paul Waner,Pie Traynor,The others are Pirates players,
Red Ruffing,Lefty Grove,Ted Lyons,Joe Cronin,Joe Cronin,The others are Hall of Fame pitchers,
Al Simmons,Jimmie Foxx,Hank Greenberg,Mickey Cochrane,Al Simmons,The others are MVP winners,
Frankie Frisch,Rogers Hornsby,Charlie Gehringer,Harry Heilmann,Harry Heilmann,The others are 2-time MVPs,
Babe Herman,Eppa Rixey,Chuck Klein,Mel Ott,Eppa Rixey,The others are NL home run leaders,
Gabby Hartnett,Tony Lazzeri,Bill Dickey,Mickey Cochrane,Tony Lazzeri,The others are catchers,
Travis Jackson,Al Simmons,Joe Cronin,Joe Sewell,Al Simmons,The others are shortstops,
Lefty Grove,Herb Pennock,Waite Hoyt,Earle Combs,Earle Combs,The others are pitchers in the Yankees rotation,
Pie Traynor,Bob Johnson,Al Simmons,Earl Averill,Pie Traynor,The others are Indians players,
Bill Dickey,Mickey Cochrane,Gabby Hartnett,Ted Lyons,Ted Lyons,The others are catchers turned managers,
Tony Lazzeri,Jimmie Foxx,Billy Herman,Hank Greenberg,Billy Herman,The others are 2-time MVPs,
Paul Waner,Rogers Hornsby,Charlie Gehringer,Frankie Frisch,Paul Waner,The others are NL MVPs,
Chuck Klein,Babe Herman,Mel Ott,Kiki Cuyler,Kiki Cuyler,The others are NL home run leaders,
Bill Terry,Travis Jackson,Mickey Cochrane,Frankie Frisch,Mickey Cochrane,The others are Giants players,
Ducky Medwick,Ted Lyons,Chick Hafey,Joe Medwick,Ted Lyons,The others are Cardinals players,
Lou Gehrig,Babe Ruth,Tony Lazzeri,Earle Combs,Earle Combs,The others are Yankees players,
Lloyd Waner,Paul Waner,Al Simmons,Kiki Cuyler,Al Simmons,The others are Pirates players,
Hank Greenberg,Ted Lyons,Lefty Grove,Red Ruffing,Hank Greenberg,The others are Hall of Fame pitchers,
Hank Greenberg,Jimmie Foxx,Mickey Cochrane,Bill Dickey,Bill Dickey,The others are MVP winners,
Frankie Frisch,Pie Traynor,Charlie Gehringer,Rogers Hornsby,Pie Traynor,The others are 2-time MVPs,
Chuck Klein,Babe Herman,Al Simmons,Mel Ott,Al Simmons,The others are NL home run leaders,
Ted Lyons,Red Ruffing,Lefty Grove,Waite Hoyt,Ted Lyons,The others are AL pitchers,
Charlie Gehringer,Mickey Cochrane,Hank Greenberg,Billy Rogell,Mickey Cochrane,The others are Tigers' infielders,
Joe Cronin,Ossie Bluege,Joe Judge,Goose Goslin,Goose Goslin,The others are Senators' infielders,
Gabby Hartnett,Lon Warneke,Paul Dean,Dizzy Dean,Gabby Hartnett,The others are Cardinals' pitchers,
Bill Dickey,Lou Gehrig,Tony Lazzeri,Herb Pennock,Herb Pennock,The others are Yankees' infielders,
Tony Lazzeri,Lou Gehrig,Mark Koenig,Babe Ruth,Mark Koenig,The others are Yankees' MVPs,
Lefty Grove,Mickey Cochrane,Jimmie Foxx,Al Simmons,Lefty Grove,The others are Athletics' sluggers,
Spud Davis,Don Hurst,Chuck Klein,Pinky Whitney,Pinky Whitney,The others are Phillies' outfielders,
Pie Traynor,Burleigh Grimes,Paul Waner,Lloyd Waner,Burleigh Grimes,The others are Pirates' Hall of Famers,
Mel Ott,Freddie Lindstrom,Bill Walker,Carl Hubbell,Bill Walker,The others are Giants' World Series champs,
Kiki Cuyler,Gabby Hartnett,Riggs Stephenson,Pat Malone,Pat Malone,The others are Cubs' hitters,
Red Ruffing,Earle Combs,Tony Lazzeri,Lefty Gomez,Tony Lazzeri,The others are Yankees' World Series winners,
Luke Appling,Merv Shea,Ted Lyons,Tony Piet,Merv Shea,The others are White Sox' star players,
Heinie Manush,Buddy Myer,Ben Chapman,Joe Cronin,Heinie Manush,The others are Senators' hitters,
Vic Sorrell,Schoolboy Rowe,Tommy Bridges,Mickey Cochrane,Mickey Cochrane,The others are Tigers' pitchers,
Bob Johnson,Moe Berg,Rick Ferrell,George Earnshaw,George Earnshaw,The others are Athletics' catchers,
Paul Waner,Kiki Cuyler,Lloyd Waner,Burleigh Grimes,Burleigh Grimes,The others are Pirates' outfielders,
Freddie Lindstrom,Mel Ott,Carl Hubbell,Bill Terry,Carl Hubbell,The others are Giants' infielders,
Earle Combs,Tony Lazzeri,Bob Meusel,Herb Pennock,Herb Pennock,The others are Yankees' outfielders,
Luke Sewell,Joe Sewell,George Uhle,Johnny Hodapp,Luke Sewell,The others are Indians' infielders,
Dazzy Vance,Roy Spencer,Van Lingle Mungo,Hack Wilson,Van Lingle Mungo,The others are Dodgers' pitchers,
Goose Goslin,Ossie Bluege,Joe Cronin,Fritz Ostermueller,Fritz Ostermueller,The others are Senators' outfielders,
Chick Hafey,Taylor Douthit,Burleigh Grimes,Jim Bottomley,Burleigh Grimes,The others are Cardinals' World Series winners,
Tony Galento,Joe Stripp,Babe Herman,Glenn Wright,Babe Herman,The others are Reds' hitters,
Ted Lyons,Mike Tresh,Bill Knickerbocker,Johnny Rigney,Mike Tresh,The others are White Sox' pitchers,
Sam Jones,Heinie Manush,Joe Cronin,Ossie Bluege,Heinie Manush,The others are Senators' infielders,
Al Simmons,Bob Johnson,Mule Haas,Lefty Grove,Lefty Grove,The others are Athletics' outfielders,
Pat Malone,Kiki Cuyler,Woody English,Riggs Stephenson,Pat Malone,The others are Cubs' hitters,
Red Ruffing,Lefty Gomez,Johnny Murphy,Bill Dickey,Bill Dickey,The others are Yankees' pitchers,
Travis Jackson,Carl Hubbell,Bill Terry,Mel Ott,Carl Hubbell,The others are Giants' Hall of Famers,
Al Simmons,Max Bishop,Mickey Cochrane,Jimmie Foxx,Jimmie Foxx,The others are Athletics' stars,
Mickey Mantle,Warren Spahn,Ted Williams,Joe DiMaggio,Warren Spahn,The others are outfielders,
Dizzy Trout,Luke Appling,Bob Feller,Hal Newhouser,Dizzy Trout,The others are pitchers,
Marty Marion,Stan Musial,Bob Lemon,Enos Slaughter,Bob Lemon,The others are Cardinals,
Bob Porterfield,Gil Hodges,Pee Wee Reese,Jackie Robinson,Bob Porterfield,The others are Dodgers,
Phil Rizzuto,Joe Cronin,Bobby Doerr,Joe Gordon,Phil Rizzuto,The others are second basemen,
Lefty Gomez,Luke Sewell,Red Ruffing,Ted Lyons,Luke Sewell,The others are pitchers in the Hall of Fame,
Johnny Pesky,Ted Williams,Dom DiMaggio,Spud Chandler,Spud Chandler,The others are Red Sox,
Willard Marshall,Walker Cooper,Bob Elliott,Sid Gordon,Willard Marshall,The others are National Leaguers,
Ken Keltner,Early Wynn,Lou Boudreau,Joe Gordon,Early Wynn,The others are Indians,
Stan Hack,Phil Cavarretta,Claude Passeau,Paul Derringer,Paul Derringer,The others are Cubs,
Terry Moore,Mort Cooper,Enos Slaughter,Marty Marion,Mort Cooper,The others are Cardinals position players,
Hank Greenberg,Rudy York,Bob Feller,Charlie Keller,Bob Feller,The others are power hitters,
Joe Cronin,Johnny Pesky,Birdie Tebbetts,Bobby Doerr,Birdie Tebbetts,The others are Red Sox infielders,
Lou Boudreau,Joe Gordon,Bob Shawkey,Luke Appling,Bob Shawkey,The others are shortstops,
Johnny Mize,Allie Reynolds,Spud Chandler,Vic Raschi,Johnny Mize,The others are Yankees pitchers,
Ralph Kiner,Sid Gordon,Willard Marshall,Kirby Higbe,Kirby Higbe,The others are National League home run leaders,
Early Wynn,Bob Lemon,Mike Garcia,Larry Doby,Larry Doby,The others are Indians pitchers,
Enos Slaughter,Mort Cooper,Marty Marion,Stan Musial,Mort Cooper,The others are Cardinals World Series champions,
Ducky Medwick,Mort Cooper,Joe Medwick,Terry Moore,Mort Cooper,The others are outfielders,
Red Ruffing,Hank Greenberg,Lefty Gomez,Ted Lyons,Hank Greenberg,The others are pitchers in the Hall of Fame,
Ralph Branca,Jackie Robinson,Gil Hodges,Pee Wee Reese,Ralph Branca,The others are Dodgers infielders,
Joe Gordon,Phil Rizzuto,Lou Boudreau,Ken Keltner,Ken Keltner,The others are shortstops,
Ellis Kinder,Ted Williams,Johnny Pesky,Dom DiMaggio,Ellis Kinder,The others are Red Sox position players,
Dave Ferriss,Ted Williams,Johnny Pesky,Bobby Doerr,Dave Ferriss,The others are Red Sox World Series champions,
Marty Marion,Enos Slaughter,Terry Moore,Bob O'Farrell,Bob O'Farrell,The others are Cardinals position players,
Rudy York,Bob Feller,Hank Greenberg,Charlie Gehringer,Charlie Gehringer,The others are power hitters,
Lou Boudreau,Luke Appling,Joe Gordon,Billy Pierce,Billy Pierce,The others are American League shortstops,
Vic Raschi,Phil Rizzuto,Spud Chandler,Allie Reynolds,Phil Rizzuto,The others are Yankees pitchers,
Warren Spahn,Ted Williams,Joe DiMaggio,Stan Musial,Warren Spahn,The others are outfielders,
Johnny Mize,Hal Newhouser,Dizzy Trout,Bob Feller,Johnny Mize,The others are pitchers,
Marty Marion,Hank Greenberg,Vern Stephens,Lou Boudreau,Hank Greenberg,The others are shortstops,
Tommy Henrich,Bobby Doerr,Enos Slaughter,Dom DiMaggio,Bobby Doerr,The others are outfielders,
Bob Feller,Dizzy Trout,Joe Gordon,Hal Newhouser,Joe Gordon,The others are pitchers,
Lefty Gomez,Luke Appling,Ted Lyons,Red Ruffing,Luke Appling,The others are pitchers,
Ralph Kiner,Augie Galan,Joe Medwick,Johnny Sain,Johnny Sain,The others are outfielders,
Johnny Schulte,Marty Marion,Phil Rizzuto,Pee Wee Reese,Johnny Schulte,The others are shortstops,
Tommy Henrich,Allie Reynolds,Bob Lemon,Vic Raschi,Tommy Henrich,The others are pitchers,
Johnny Mize,Hank Greenberg,Rudy York,Spud Chandler,Spud Chandler,The others are first basemen,
Bob Feller,Lou Gehrig,Jimmie Foxx,Hank Greenberg,Bob Feller,The others are first basemen,
Frank McCormick,Johnny Vander Meer,Ewell Blackwell,Bucky Walters,Frank McCormick,The others are pitchers,
Ted Williams,Bob Feller,Joe DiMaggio,Stan Musial,Bob Feller,The others are outfielders,
Hank Greenberg,Phil Rizzuto,Marty Marion,Lou Boudreau,Hank Greenberg,The others are shortstops,
Enos Slaughter,Tommy Henrich,Bobby Doerr,Dom DiMaggio,Bobby Doerr,The others are outfielders,
Ted Lyons,Lefty Gomez,Joe Gordon,Red Ruffing,Joe Gordon,The others are pitchers,
Johnny Sain,Augie Galan,Ralph Kiner,Joe Medwick,Johnny Sain,The others are outfielders,
Pee Wee Reese,Johnny Vander Meer,Marty Marion,Phil Rizzuto,Johnny Vander Meer,The others are shortstops,
Bob Lemon,Vic Raschi,Tommy Henrich,Allie Reynolds,Tommy Henrich,The others are pitchers,
Hank Greenberg,Johnny Mize,Rudy York,Spud Chandler,Spud Chandler,The others are first basemen,
Jimmie Foxx,Hank Greenberg,Bob Feller,Lou Gehrig,Bob Feller,The others are first basemen,
Ewell Blackwell,Bucky Walters,Johnny Vander Meer,Frank McCormick,Frank McCormick,The others are pitchers,
Marty Marion,Stan Musial,Terry Moore,Enos Slaughter,Marty Marion,The others are Cardinals,
Spud Chandler,Joe DiMaggio,Ted Williams,Joe Gordon,Spud Chandler,The others are Yankees,
Luke Appling,Red Ruffing,Ted Lyons,Lefty Gomez,Luke Appling,The others are White Sox,
Bob Feller,Hank Greenberg,Hal Newhouser,Dizzy Trout,Hank Greenberg,The others are pitchers,
Johnny Mize,Phil Rizzuto,Ralph Kiner,Augie Galan,Phil Rizzuto,The others are outfielders,
Lou Boudreau,Vern Stephens,Enos Slaughter,Marty Marion,Enos Slaughter,The others are shortstops,
Joe Medwick,Bob Lemon,Stan Musial,Terry Moore,Bob Lemon,The others are Cardinals,
Allie Reynolds,Rudy York,Jimmie Foxx,Hank Greenberg,Allie Reynolds,The others are first basemen,
Pee Wee Reese,Phil Rizzuto,Johnny Schulte,Marty Marion,Johnny Schulte,The others are shortstops,
Joe DiMaggio,Ted Williams,Stan Musial,Warren Spahn,Warren Spahn,The others are outfielders,
Hal Newhouser,Bob Feller,Dizzy Trout,Johnny Mize,Johnny Mize,The others are pitchers,
Hank Greenberg,Lou Gehrig,Jimmie Foxx,Johnny Vander Meer,Johnny Vander Meer,The others are first basemen,
Marty Marion,Hank Greenberg,Lou Boudreau,Vern Stephens,Hank Greenberg,The others are shortstops,
Bob Feller,Ted Williams,Joe DiMaggio,Mickey Mantle,Bob Feller,The others are outfielders,
Luke Appling,Joe Cronin,Hal Newhouser,Johnny Pesky,Hal Newhouser,The others are shortstops,
Bobby Doerr,Johnny Mize,Warren Spahn,Enos Slaughter,Warren Spahn,The others are hitters,
Billy Herman,Early Wynn,Billy Jurges,Frankie Gustine,Early Wynn,The others are middle infielders,
Charlie Keller,Bob Johnson,Bob Lemon,Hank Greenberg,Bob Lemon,The others are first basemen,
Terry Moore,Enos Slaughter,Mort Cooper,Stan Musial,Mort Cooper,The others are St. Louis Cardinals,
Joe Gordon,Whitey Ford,Ted Lyons,Bob Feller,Joe Gordon,The others are pitchers,
Johnny Sain,Bob Elliott,Ralph Kiner,Sid Gordon,Johnny Sain,The others are outfielders,
Joe Cronin,Luke Appling,Lou Boudreau,Bob Muncrief,Bob Muncrief,The others are shortstops,
Vic Raschi,Johnny Pesky,Tommy Holmes,Dom DiMaggio,Vic Raschi,The others are Red Sox players,
Dixie Walker,Augie Galan,Preacher Roe,Pete Reiser,Preacher Roe,The others are Dodgers players,
Enos Slaughter,Mort Cooper,George McQuinn,Johnny Mize,Mort Cooper,The others are first basemen,
Joe Cronin,Ted Williams,Joe DiMaggio,Allie Reynolds,Allie Reynolds,The others are Red Sox players,
Luke Easter,Mike Garcia,Early Wynn,Bob Lemon,Luke Easter,The others are Indians players,
Enos Slaughter,Terry Moore,Stan Musial,Howie Pollet,Howie Pollet,The others are Cardinals outfielders,
Joe Gordon,Frankie Gustine,Spud Chandler,Billy Herman,Spud Chandler,The others are middle infielders,
Phil Rizzuto,Joe Cronin,Lou Boudreau,Allie Reynolds,Allie Reynolds,The others are shortstops,
Murry Dickson,George Kurowski,Enos Slaughter,Stan Musial,Murry Dickson,The others are Cardinals players,
Johnny Pesky,Ellis Kinder,Tommy Holmes,Dom DiMaggio,Ellis Kinder,The others are Red Sox outfielders,
Johnny Mize,Bob Feller,Ted Lyons,Whitey Ford,Johnny Mize,The others are Hall of Famers,
Joe DiMaggio,Vic Raschi,Joe Cronin,Mickey Mantle,Vic Raschi,The others are Yankees players,
Bob Johnson,Charlie Keller,Dizzy Trout,Hank Greenberg,Dizzy Trout,The others are Tigers players,
Ralph Kiner,Preacher Roe,Sid Gordon,Bob Elliott,Preacher Roe,The others are Pirates players,
Joe Cronin,Luke Appling,Lou Boudreau,Steve Gromek,Steve Gromek,The others are shortstops,
Dixie Walker,Ralph Branca,Augie Galan,Pete Reiser,Ralph Branca,The others are Dodgers outfielders,
Joe Cronin,Joe DiMaggio,Ted Williams,Bob Lemon,Bob Lemon,The others are Red Sox players,
Johnny Sain,Billy Jurges,Frankie Gustine,Billy Herman,Johnny Sain,The others are middle infielders,
Mort Cooper,Stan Musial,Enos Slaughter,Terry Moore,Mort Cooper,The others are Cardinals players,
Phil Rizzuto,Allie Reynolds,Joe Cronin,Lou Boudreau,Phil Rizzuto,The others are Yankees shortstops,
Joe Gordon,Frankie Gustine,Early Wynn,Billy Herman,Joe Gordon,The others are middle infielders,
Tommy Holmes,Dom DiMaggio,Johnny Pesky,Ellis Kinder,Dom DiMaggio,The others are Red Sox outfielders,
Johnny Mize,Bob Feller,Hal Newhouser,Dizzy Trout,Johnny Mize,The others are pitchers,
Joe DiMaggio,Ted Williams,Charlie Keller,Marty Marion,Marty Marion,The others are outfielders,
Enos Slaughter,Marty Marion,Stan Musial,Dizzy Dean,Dizzy Dean,The others are Cardinals players,
Spud Chandler,Joe Gordon,Rudy York,Hank Greenberg,Spud Chandler,The others are first basemen,
Joe Gordon,Bob Feller,Lou Boudreau,Ted Lyons,Ted Lyons,The others are shortstops,
Ralph Kiner,Pee Wee Reese,Jackie Robinson,Dixie Walker,Ralph Kiner,The others are Dodgers players,
Ralph Branca,Don Newcombe,Carl Furillo,Preacher Roe,Carl Furillo,The others are Dodgers pitchers,
Johnny Pesky,Bobby Doerr,Ted Williams,Dom DiMaggio,Bobby Doerr,The others are Red Sox players,
Bob Meusel,Christy Mathewson,Joe McGinnity,Waite Hoyt,Bob Meusel,The others are Hall of Fame pitchers,
Luke Appling,Lou Boudreau,Bob Feller,Joe Cronin,Bob Feller,The others are shortstops,
Carl Hubbell,Bill Terry,Lefty Gomez,Mel Ott,Lefty Gomez,The others are Giants players,
Ted Williams,Johnny Pesky,Dom DiMaggio,Bobby Doerr,Ted Williams,The others are Red Sox infielders,
Red Ruffing,Joe Medwick,Ted Lyons,Lefty Grove,Joe Medwick,The others are Hall of Fame pitchers,
Terry Moore,Stan Musial,Mort Cooper,Enos Slaughter,Mort Cooper,The others are Cardinals outfielders,
Bob Feller,Hal Trosky,Lou Boudreau,Joe Gordon,Hal Trosky,The others are Indians players,
Dixie Walker,Pee Wee Reese,Jackie Robinson,Ralph Branca,Ralph Branca,The others are Dodgers infielders,
Stan Musial,Cy Young,Christy Mathewson,Walter Johnson,Stan Musial,The others are Hall of Fame pitchers,
Joe Gordon,Allie Reynolds,Joe DiMaggio,Ted Williams,Allie Reynolds,The others are Yankees players,
Joe Cronin,Lou Boudreau,Luke Appling,Bobby Doerr,Bobby Doerr,The others are shortstops,
Rudy York,Schoolboy Rowe,Charlie Gehringer,Hank Greenberg,Schoolboy Rowe,The others are Tigers players,
Dizzy Trout,Bob Feller,Hal Newhouser,Marty Marion,Marty Marion,The others are pitchers,
Jackie Robinson,Ralph Kiner,Dixie Walker,Pee Wee Reese,Ralph Kiner,The others are Dodgers players,
Bill Terry,Mel Ott,Carl Hubbell,Lefty O'Doul,Lefty O'Doul,The others are Giants players,
Joe Medwick,Mort Cooper,Stan Musial,Enos Slaughter,Mort Cooper,The others are Cardinals outfielders,
Lou Boudreau,Joe Gordon,Bob Feller,Johnny Mize,Johnny Mize,The others are Indians players,
Larry Doby,Bob Lemon,Early Wynn,Mike Garcia,Larry Doby,The others are Indians pitchers,
Lefty Grove,Red Ruffing,Ted Lyons,Joe Cronin,Joe Cronin,The others are Hall of Fame pitchers,
Terry Moore,Enos Slaughter,Stan Musial,Dizzy Dean,Dizzy Dean,The others are Cardinals outfielders,
Ted Williams,Charlie Keller,Joe DiMaggio,Bill Dickey,Bill Dickey,The others are Yankees outfielders,
Hank Greenberg,Rudy York,Charlie Gehringer,Virgil Trucks,Virgil Trucks,The others are Tigers players,
Carl Furillo,Dixie Walker,Pee Wee Reese,Jackie Robinson,Carl Furillo,The others are Dodgers infielders,
Luke Appling,Joe Cronin,Ted Lyons,Lou Boudreau,Ted Lyons,The others are shortstops,
Joe DiMaggio,Bob Feller,Ted Williams,Mickey Mantle,Bob Feller,The others are outfielders,
Hank Greenberg,Jimmie Foxx,Lou Boudreau,Johnny Mize,Lou Boudreau,The others are 1st basemen,
Larry Doby,Satchel Paige,Jackie Robinson,Bob Lemon,Bob Lemon,The others are African American players,
Stan Musial,Terry Moore,Enos Slaughter,Mort Cooper,Mort Cooper,The others are St. Louis Cardinals,
Vern Stephens,Luke Appling,Hal Newhouser,Lou Boudreau,Hal Newhouser,The others are shortstops,
