"The Rolling Stones","Led Zeppelin","The Beatles","The Doors","The Doors","The others are not American bands"
"Pink Floyd","The Who","Led Zeppelin","The Eagles","The Eagles","The others are not country rock bands"
"The Godfather","Jaws","The Exorcist","The Shining","The Shining","The others were not directed by Stanley Kubrick"
"Elton John","David Bowie","Elvis Presley","Johnny Cash","Johnny Cash","The others are not country singers"
"Ford Pinto","AMC Gremlin","Volkswagen Beetle","Lamborghini Countach","Lamborghini Countach","The others are not supercars"
"Gerald Ford","Richard Nixon","Jimmy Carter","Queen Elizabeth II","Queen Elizabeth II","The others are not monarchs"
"The Beatles","The Rolling Stones","Led Zeppelin","The Carpenters","The Carpenters","The others are not soft rock bands"
"Muhammad Ali","Joe Frazier","George Foreman","Arnold Schwarzenegger","Arnold Schwarzenegger","The others are not actors"
"Jaws","The Godfather","The Exorcist","The Rocky Horror Picture Show","The Rocky Horror Picture Show","The others are not musicals"
"David Bowie","Elton John","Elvis Presley","Michael Jackson","Michael Jackson","The others did not release Thriller"
"Volkswagen Beetle","Ford Pinto","AMC Gremlin","Ferrari Testarossa","Ferrari Testarossa","The others are not rear-engined"
"Richard Nixon","Gerald Ford","Jimmy Carter","Boris Yeltsin","Boris Yeltsin","The others are not Russian presidents"
"Led Zeppelin","The Rolling Stones","The Beatles","The Jackson 5","The Jackson 5","The others are not family bands"
"The Godfather","Jaws","The Exorcist","A Clockwork Orange","A Clockwork Orange","The others are not dystopian films"
"Elvis Presley","David Bowie","Elton John","Madonna","Madonna","The others did not release Like a Virgin"
"Ford Mustang","Dodge Challenger","Chevrolet Camaro","Rolls-Royce Phantom","Rolls-Royce Phantom","The others are not luxury cars"
"Jimmy Carter","Gerald Ford","Richard Nixon","Winston Churchill","Winston Churchill","The others did not win a Nobel Prize"
"The Rolling Stones","Led Zeppelin","The Beatles","The Supremes","The Supremes","The others are not Motown groups"
"Muhammad Ali","Joe Frazier","George Foreman","Mike Tyson","Mike Tyson","The others did not bite an opponent's ear"
"Jaws","The Godfather","The Exorcist","The Sound of Music","The Sound of Music","The others are not family-friendly films"
"David Bowie","Elton John","Elvis Presley","Prince","Prince","The others did not release Purple Rain"
"AMC Gremlin","Ford Pinto","Volkswagen Beetle","Aston Martin DB5","Aston Martin DB5","The others are not associated with James Bond"
"Richard Nixon","Gerald Ford","Jimmy Carter","Nelson Mandela","Nelson Mandela","The others are not African presidents"
"The Rolling Stones","Led Zeppelin","The Beatles","The Spice Girls","The Spice Girls","The others are not girl groups"
"Pink Floyd","The Who","Led Zeppelin","The Backstreet Boys","The Backstreet Boys","The others are not boy bands"
"The Godfather","Jaws","The Exorcist","Mary Poppins","Mary Poppins","The others are not Disney films"
"Elton John","David Bowie","Elvis Presley","Whitney Houston","Whitney Houston","The others did not release I Will Always Love You"
"Ford Mustang","Dodge Challenger","Chevrolet Camaro","Bugatti Veyron","Bugatti Veyron","The others are not French cars"
"Jimmy Carter","Gerald Ford","Richard Nixon","Dalai Lama","Dalai Lama","The others are not religious leaders"
"The Beatles","The Rolling Stones","Led Zeppelin","The Beach Boys","The Beach Boys","The others are not surf rock bands"
"Muhammad Ali","Joe Frazier","George Foreman","Usain Bolt","Usain Bolt","The others are not sprinters"
"Jaws","The Godfather","The Exorcist","The Wizard of Oz","The Wizard of Oz","The others are not fantasy films"
"David Bowie","Elton John","Elvis Presley","Bob Dylan","Bob Dylan","The others did not win a Nobel Prize"
"Volkswagen Beetle","Ford Pinto","AMC Gremlin","McLaren F1","McLaren F1","The others are not British cars"
"Richard Nixon","Gerald Ford","Jimmy Carter","Angela Merkel","Angela Merkel","The others are not German chancellors"
"The Rolling Stones","Led Zeppelin","The Beatles","The Wiggles","The Wiggles","The others are not children's bands"
"Pink Floyd","The Who","Led Zeppelin","The Monkees","The Monkees","The others are not television bands"
"The Godfather","Jaws","The Exorcist","The Lion King","The Lion King","The others are not animated films"
"Elvis Presley","David Bowie","Elton John","Celine Dion","Celine Dion","The others did not release My Heart Will Go On"
"Ford Mustang","Dodge Challenger","Chevrolet Camaro","Bentley Continental","Bentley Continental","The others are not British cars"
"Jimmy Carter","Gerald Ford","Richard Nixon","Pope Francis","Pope Francis","The others are not popes"
"The Beatles","The Rolling Stones","Led Zeppelin","The Muppets","The Muppets","The others are not puppet characters"
"Muhammad Ali","Joe Frazier","George Foreman","Serena Williams","Serena Williams","The others are not tennis players"
"Jaws","The Godfather","The Exorcist","The Little Mermaid","The Little Mermaid","The others are not fairy tale adaptations"
"David Bowie","Elton John","Elvis Presley","Britney Spears","Britney Spears","The others did not release Baby One More Time"
"AMC Gremlin","Ford Pinto","Volkswagen Beetle","Bugatti Chiron","Bugatti Chiron","The others are not hypercars"
"Richard Nixon","Gerald Ford","Jimmy Carter","Vladimir Putin","Vladimir Putin","The others are not current presidents"
"The Rolling Stones","Led Zeppelin","The Beatles","The Teletubbies","The Teletubbies","The others are not television characters"
"Pink Floyd","The Who","Led Zeppelin","The Chipmunks","The Chipmunks","The others are not animated characters"
"The Godfather","Jaws","The Exorcist","Toy Story","Toy Story","The others are not computer-animated films"
"Elton John","David Bowie","Elvis Presley","Mariah Carey","Mariah Carey","The others did not release All I Want for Christmas Is You"
"Ford Mustang","Dodge Challenger","Chevrolet Camaro","Tesla Model S","Tesla Model S","The others are not electric cars"
"Jimmy Carter","Gerald Ford","Richard Nixon","Mahatma Gandhi","Mahatma Gandhi","The others are not Indian leaders"
"The Beatles","The Rolling Stones","Led Zeppelin","The Powerpuff Girls","The Powerpuff Girls","The others are not superhero characters"
"Muhammad Ali","Joe Frazier","George Foreman","Michael Phelps","Michael Phelps","The others are not swimmers"
"Jaws","The Godfather","The Exorcist","Finding Nemo","Finding Nemo","The others are not films about fish"
"David Bowie","Elton John","Elvis Presley","Adele","Adele","The others did not release Hello"
"Volkswagen Beetle","Ford Pinto","AMC Gremlin","Bugatti Veyron","Bugatti Veyron","The others are not million-dollar cars"
"Richard Nixon","Gerald Ford","Jimmy Carter","Kim Jong-un","Kim Jong-un","The others are not North Korean leaders"
"The Rolling Stones","Led Zeppelin","The Beatles","The Smurfs","The Smurfs","The others are not comic characters"
"Pink Floyd","The Who","Led Zeppelin","The Minions","The Minions","The others are not film franchises"
"The Godfather","Jaws","The Exorcist","Shrek","Shrek","The others are not ogre films"
"Elvis Presley","David Bowie","Elton John","Taylor Swift","Taylor Swift","The others did not release Shake It Off"
"Ford Mustang","Dodge Challenger","Chevrolet Camaro","Pagani Zonda","Pagani Zonda","The others are not Italian supercars"
"Jimmy Carter","Gerald Ford","Richard Nixon","Queen Elizabeth II","Queen Elizabeth II","The others are not reigning monarchs"
"The Beatles","The Rolling Stones","Led Zeppelin","The Simpsons","The Simpsons","The others are not animated sitcoms"
"Muhammad Ali","Joe Frazier","George Foreman","Tiger Woods","Tiger Woods","The others are not golfers"
"Jaws","The Godfather","The Exorcist","The Jungle Book","The Jungle Book","The others are not animal films"
"David Bowie","Elton John","Elvis Presley","Katy Perry","Katy Perry","The others did not release I Kissed a Girl"
"AMC Gremlin","Ford Pinto","Volkswagen Beetle","Koenigsegg Agera","Koenigsegg Agera","The others are not Swedish cars"
"Richard Nixon","Gerald Ford","Jimmy Carter","Shinzo Abe","Shinzo Abe","The others are not Japanese prime ministers"
"The Rolling Stones","Led Zeppelin","The Beatles","The Flintstones","The Flintstones","The others are not prehistoric characters"
"Pink Floyd","The Who","Led Zeppelin","The Care Bears","The Care Bears","The others are not bear characters"
"The Godfather","Jaws","The Exorcist","Bambi","Bambi","The others are not deer films"
"Elvis Presley","David Bowie","Elton John","Justin Bieber","Justin Bieber","The others did not release Baby"
"Ford Mustang","Dodge Challenger","Chevrolet Camaro","Lamborghini Aventador","Lamborghini Aventador","The others are not V12 cars"
